realization_key,evaluation,metric,fast,canonical,rel_diff
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,weighted_mean_ratio,0.9582196434187006,0.9582196434187006,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,COD,20.75120326952727,20.75120326952727,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,COV,0.31616209145845986,0.31616209145845986,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,PRD,1.063136727824618,1.063136727824618,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,PRB,-0.08205326852975604,-0.08205326852975604,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,MKI,0.9232690737750537,0.9232690737750537,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,VEI,-22.53448746484725,-22.53448746484725,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,beta_log,-0.14231850910009067,-0.14231850910009067,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,Cov_log_residual_log_price,-0.0665274961565791,-0.0665274961565791,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_5,dCor_e_y,0.3637113664071713,0.3637113664071713,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,R2_price,0.8947173435742585,0.8947173435742585,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,MAE_price,65538.76125290294,65538.76125290294,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,MAPE,0.21336996865254954,0.21336996865254954,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,median_ratio,0.9750653129901582,0.9750653129901582,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,mean_ratio,1.0424978658466704,1.0424978658466704,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,weighted_mean_ratio,0.9682388484749889,0.9682388484749889,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,COD,21.74410538289734,21.74410538289734,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,COV,0.33162362862355294,0.33162362862355294,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,PRD,1.076694936883231,1.076694936883231,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,PRB,-0.10583490904249739,-0.10583490904249739,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,MKI,0.9066209271985797,0.9066209271985797,0.0
fit:LGBMRegressor:252a25d9c0ce796b,fold_6,VEI,-32.37582663375991,-32.37582663375991,0.0
